id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1213313511717126144,1213295548150628354,1578111458000,2020-01-04,14:17:38,AEST,1139105101631504384,edm17503975,EDM,,#ArsonEmergency,"['82_steve', 'toomeywright']",[],[],0,0,1,['#arsonemergency'],[],https://twitter.com/EDM17503975/status/1213313511717126144,False,,0,,,,,,,"[{'user_id': '1139105101631504384', 'username': 'EDM17503975'}, {'user_id': '420977361', 'username': '82_steve'}, {'user_id': '1509484514', 'username': 'ToomeyWright'}]",,,,
1213313208666116098,1213313208666116098,1578111385000,2020-01-04,14:16:25,AEST,749256032,marthathomas20,☔️ Marthat ☔️🌺🌷🌺,,#ArsonEmergency  https://twitter.com/catedempsey/status/1213311607008198656 …,[],['https://twitter.com/catedempsey/status/1213311607008198656'],[],0,0,2,['#arsonemergency'],[],https://twitter.com/MarthaThomas20/status/1213313208666116098,False,https://twitter.com/catedempsey/status/1213311607008198656,0,,,,,,,"[{'user_id': '749256032', 'username': 'MarthaThomas20'}]",,,,
1213309935104057345,1213002373766901760,1578110605000,2020-01-04,14:03:25,AEST,1195240550691033088,minoritysave,🇦🇺 Save White Minority 🇦🇺,,"#ArsonEmergency plus #Greens ‼️
#ClimateChangeHoax #ClimateEmergency #ClimateChange #auspoI @MRobertsQLD @ScottMorrisonMP pic.twitter.com/25Q60szpCa","['7newssydney', 'jaggermickoz', 'ebatten7', 'mrobertsqld', 'scottmorrisonmp']",[],['https://pbs.twimg.com/media/ENaK9EnU0AI9ZSh.jpg'],0,0,0,"['#arsonemergency', '#greens', '#climatechangehoax', '#climateemergency', '#climatechange', '#auspoi']",[],https://twitter.com/MinoritySave/status/1213309935104057345,False,,0,,,,,,,"[{'user_id': '1195240550691033088', 'username': 'MinoritySave'}, {'user_id': '156464691', 'username': '7NewsSydney'}, {'user_id': '2289423523', 'username': 'JaggerMickOZ'}, {'user_id': '489134854', 'username': 'ebatten7'}, {'user_id': '762470063261704192', 'username': 'MRobertsQLD'}, {'user_id': '34116377', 'username': 'ScottMorrisonMP'}]",,,,
1213309456261337088,1213309456261337088,1578110491000,2020-01-04,14:01:31,AEST,1176372492987854848,hbalpaca,💧 Spitty the Alpaca 🔥,,"Ignoring the findings of our chief scientist, the ABC boss shows Australia why the vacuous broadcaster is no longer relevant or value for money. #ArsonEmergency  https://twitter.com/ItaButtrose/status/1213227999845208064 …",[],['https://twitter.com/ItaButtrose/status/1213227999845208064'],[],2,20,57,['#arsonemergency'],[],https://twitter.com/HbAlpaca/status/1213309456261337088,False,https://twitter.com/ItaButtrose/status/1213227999845208064,0,,,,,,,"[{'user_id': '1176372492987854848', 'username': 'HbAlpaca'}]",,,,
1213303230605623297,1213303230605623297,1578109006000,2020-01-04,13:36:46,AEST,123873223,matthewhayden,Matt Hayden,,"Warmist wankers have no argument against #arsonemergency line, so use ad hom attacks. Particularly ironic that this pompous twat says #ScoMo lacks empathy coz that's what his ""Infallible Daddy"" was like. Doc Brendan Nelson even called him narcissist. #likefatherlikeson pic.twitter.com/tc6nsQhWPD",[],[],['https://pbs.twimg.com/media/ENaE2hgVAAAh4x6.jpg'],0,6,13,"['#arsonemergency', '#scomo', '#likefatherlikeson']",[],https://twitter.com/matthewhayden/status/1213303230605623297,False,,0,,,,,,,"[{'user_id': '123873223', 'username': 'matthewhayden'}]",,,,
1213302286685892608,1213295548150628354,1578108781000,2020-01-04,13:33:01,AEST,933943823729696768,rationaliza,Rationaliza 🇦🇺,,"Climate Activists are Terrorists, whether using glue or matches #ArsonEmergency","['wookiejon', 'toomeywright']",[],[],1,1,12,['#arsonemergency'],[],https://twitter.com/rationaliza/status/1213302286685892608,False,,0,,,,,,,"[{'user_id': '933943823729696768', 'username': 'rationaliza'}, {'user_id': '259617970', 'username': 'WookieJon'}, {'user_id': '1509484514', 'username': 'ToomeyWright'}]",,,,
1213299674070650880,1213299674070650880,1578108158000,2020-01-04,13:22:38,AEST,32308872,markc01,Mark ⚓️ 🇦🇺,,"Another one.
#ArsonEmergency  https://www.telegraph.co.uk/news/2019/11/27/australian-firefighter-accused-arson-record-bush-fires-ultimate/ …",[],['https://www.telegraph.co.uk/news/2019/11/27/australian-firefighter-accused-arson-record-bush-fires-ultimate/'],[],8,20,33,['#arsonemergency'],[],https://twitter.com/markc01/status/1213299674070650880,False,,0,,,,,,,"[{'user_id': '32308872', 'username': 'markc01'}]",,,,
1213299136562221059,1213299136562221059,1578108030000,2020-01-04,13:20:30,AEST,1003249795132080128,lovestrumpy2020,Trumpy Trump,,"I also want to say that while I understand people have lost everything and are upset, but if they continue to make this political they will lose public support. 

Dont be disrespectful when @ScottMorrisonMP visits your town!
#bushfires #ArsonEmergency  https://twitter.com/JWSpry/status/1213241048308178944 …",['scottmorrisonmp'],['https://twitter.com/JWSpry/status/1213241048308178944'],[],0,0,1,"['#bushfires', '#arsonemergency']",[],https://twitter.com/LovesTrumpy2020/status/1213299136562221059,False,https://twitter.com/JWSpry/status/1213241048308178944,0,,,,,,,"[{'user_id': '1003249795132080128', 'username': 'LovesTrumpy2020'}, {'user_id': '34116377', 'username': 'ScottMorrisonMP'}]",,,,
1213296719506444289,1213296719506444289,1578107454000,2020-01-04,13:10:54,AEST,954981767437467648,bk4qanon,Target4551⭐️⭐️⭐️,,Always remember the 2019-20 Australian Bushfires started the same time the Prince Andrew-Jeffery Epstein 60min Story aired in OZ. #ClimateEmergency #ClimateChangeHoax #AustraliaOnFire #ArsonEmergency #FakeNews #chemtrails aluminium causes #drylightning #Epsteindidntkillhimself,[],[],[],1,0,0,"['#climateemergency', '#climatechangehoax', '#australiaonfire', '#arsonemergency', '#fakenews', '#chemtrails', '#drylightning', '#epsteindidntkillhimself']",[],https://twitter.com/BK4Qanon/status/1213296719506444289,False,,0,,,,,,,"[{'user_id': '954981767437467648', 'username': 'BK4Qanon'}]",,,,
1213288491951353857,1213288491951353857,1578105492000,2020-01-04,12:38:12,AEST,1096962915804971009,baldcammel,Baldcammel,,"Definitely people making money off this hoax, what is it you do for money? 

Funny how you don't mention #ArsonEmergency..  https://twitter.com/bmay/status/1213066271735943168 …",[],['https://twitter.com/bmay/status/1213066271735943168'],[],0,0,2,['#arsonemergency'],[],https://twitter.com/baldcammel/status/1213288491951353857,False,https://twitter.com/bmay/status/1213066271735943168,0,,,,,,,"[{'user_id': '1096962915804971009', 'username': 'baldcammel'}]",,,,
